"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "h"
473, 4.826908194166343e+01, -1.630420753144958e+02, -2.848704447937244e-01, -5.697408895874488e-01, -1.161133804239415e-07, -4.297388367307864e-07, 0.000000000000000e+00
474, 4.810138357930402e+01, -1.636475967758672e+02, -2.857708750079485e-01, -5.715417500158970e-01, -1.275704404645143e-07, -4.496260250753485e-07, 0.000000000000000e+00
475, 4.792608945086851e+01, -1.642509631234998e+02, -2.866980489530953e-01, -5.733960979061906e-01, -1.371004017489704e-07, -4.610696176131418e-07, 0.000000000000000e+00
476, 4.774322723733185e+01, -1.648520790788527e+02, -2.876902313012117e-01, -5.753804626024234e-01, -1.454108065983347e-07, -4.674349729306934e-07, 0.000000000000000e+00
477, 4.755282581475736e+01, -1.654508497187483e+02, -2.887155239364624e-01, -5.774310478729248e-01, -1.573718405314978e-07, -4.843407228187333e-07, 0.000000000000000e+00
478, 4.735491524973689e+01, -1.660471804903615e+02, -2.897142473348766e-01, -5.794284946697531e-01, -1.746574639474590e-07, -5.154107544271798e-07, 0.000000000000000e+00
479, 4.714952679464288e+01, -1.666409772261503e+02, -2.904782743805738e-01, -5.809565487611477e-01, -1.865221492055142e-07, -5.284804463249908e-07, 0.000000000000000e+00
480, 4.693669288269336e+01, -1.672321461587269e+02, -2.914977002334286e-01, -5.829954004668572e-01, -1.968661623394483e-07, -5.362214616570803e-07, 0.000000000000000e+00
481, 4.671644712283023e+01, -1.678205939356635e+02, -2.924927750964470e-01, -5.849855501928940e-01, -2.127427546975353e-07, -5.577022677511665e-07, 0.000000000000000e+00
482, 4.648882429441218e+01, -1.684062276342349e+02, -2.935438111225105e-01, -5.870876222450210e-01, -2.289411437090125e-07, -5.782393228612445e-07, 0.000000000000000e+00
483, 4.625386034172250e+01, -1.689889547760910e+02, -2.944293126644609e-01, -5.888586253289217e-01, -2.413581352094223e-07, -5.879073182254220e-07, 0.000000000000000e+00
484, 4.601159236829310e+01, -1.695686833418611e+02, -2.955052856087075e-01, -5.910105712174151e-01, -2.452824459760806e-07, -5.767294468507531e-07, 0.000000000000000e+00
485, 4.576205863104546e+01, -1.701453217856841e+02, -2.966856673240908e-01, -5.933713346481816e-01, -2.587474937265162e-07, -5.877701088380497e-07, 0.000000000000000e+00
486, 4.550529853424934e+01, -1.707187790496652e+02, -2.977654988547154e-01, -5.955309977094309e-01, -2.807688668372931e-07, -6.166613908052600e-07, 0.000000000000000e+00
487, 4.524135262330052e+01, -1.712889645782546e+02, -2.986542067752099e-01, -5.973084135504197e-01, -2.876651916917195e-07, -6.113196499968742e-07, 0.000000000000000e+00
488, 4.497026257831808e+01, -1.718557883325476e+02, -2.999294402483374e-01, -5.998588804966748e-01, -2.890868181031142e-07, -5.948222923932441e-07, 0.000000000000000e+00
489, 4.469207120756271e+01, -1.724191608045026e+02, -3.010460952995748e-01, -6.020921905991496e-01, -2.963161576007904e-07, -5.906993098861430e-07, 0.000000000000000e+00
490, 4.440682244067673e+01, -1.729789930310754e+02, -3.018103281216622e-01, -6.036206562433244e-01, -3.047183727757544e-07, -5.888671734207643e-07, 0.000000000000000e+00
491, 4.411456132174715e+01, -1.735351966082676e+02, -3.026827412515244e-01, -6.053654825030488e-01, -3.158285022544654e-07, -5.919914782002097e-07, 0.000000000000000e+00
492, 4.381533400219265e+01, -1.740876837050867e+02, -3.037350832064495e-01, -6.074701664128991e-01, -3.339162696779178e-07, -6.073914397013732e-07, 0.000000000000000e+00
493, 4.350918773347575e+01, -1.746363670774155e+02, -3.044421924539897e-01, -6.088843849079794e-01, -3.416328628580667e-07, -6.033425431318197e-07, 0.000000000000000e+00
494, 4.319617085964120e+01, -1.751811600817890e+02, -3.051869229971967e-01, -6.103738459943935e-01, -3.418257069673109e-07, -5.863733678042925e-07, 0.000000000000000e+00
495, 4.287633280968205e+01, -1.757219766890763e+02, -3.060026946828332e-01, -6.120053893656664e-01, -3.515477871318632e-07, -5.860000614172631e-07, 0.000000000000000e+00
496, 4.254972408973401e+01, -1.762587314980657e+02, -3.066989899253015e-01, -6.133979798506031e-01, -3.681018912318584e-07, -5.964733639162431e-07, 0.000000000000000e+00
497, 4.221639627510015e+01, -1.767913397489507e+02, -3.074514235285447e-01, -6.149028470570894e-01, -3.832341736210853e-07, -6.038804289502467e-07, 0.000000000000000e+00
498, 4.187640200210647e+01, -1.773197173367144e+02, -3.080185088811429e-01, -6.160370177622858e-01, -3.778283449827991e-07, -5.791455111809520e-07, 0.000000000000000e+00
499, 4.152979495979000e+01, -1.778437808244103e+02, -3.087878960975872e-01, -6.175757921951743e-01, -3.710262517204028e-07, -5.533962595029016e-07, 0.000000000000000e+00
500, 4.117662988142073e+01, -1.783634474563387e+02, -3.093768629314346e-01, -6.187537258628691e-01, -3.699523380594445e-07, -5.370782420398840e-07, 0.000000000000000e+00
501, 4.081696253585854e+01, -1.788786351711143e+02, -3.099483607794397e-01, -6.198967215588794e-01, -3.712408056146710e-07, -5.247104638003158e-07, 0.000000000000000e+00
502, 4.045084971874670e+01, -1.793892626146246e+02, -3.104622544650986e-01, -6.209245089301971e-01, -3.643247336870605e-07, -5.014499766273322e-07, 0.000000000000000e+00
503, 4.007834924354314e+01, -1.798952491528769e+02, -3.111302237839830e-01, -6.222604475679659e-01, -3.613322311159342e-07, -4.844113951871520e-07, 0.000000000000000e+00
504, 3.969951993239106e+01, -1.803965148847312e+02, -3.118159575790020e-01, -6.236319151580040e-01, -3.788387660648062e-07, -4.947842606820430e-07, 0.000000000000000e+00
505, 3.931442160683022e+01, -1.808929806545176e+02, -3.121133315383071e-01, -6.242266630766141e-01, -3.906129335536869e-07, -4.970942016423599e-07, 0.000000000000000e+00
506, 3.892311507835044e+01, -1.813845680645359e+02, -3.123597645073288e-01, -6.247195290146575e-01, -3.912052043410599e-07, -4.851723674037881e-07, 0.000000000000000e+00
507, 3.852566213878871e+01, -1.818711994874353e+02, -3.123786146569153e-01, -6.247572293138306e-01, -3.931938426813017e-07, -4.752897092612814e-07, 0.000000000000000e+00
508, 3.812212555057163e+01, -1.823527980784731e+02, -3.125273666380801e-01, -6.250547332761601e-01, -3.780931763513933e-07, -4.455168144567290e-07, 0.000000000000000e+00
509, 3.771256903680441e+01, -1.828292877876487e+02, -3.126358744291897e-01, -6.252717488583794e-01, -3.666503354599497e-07, -4.211887317763449e-07, 0.000000000000000e+00
510, 3.729705727120831e+01, -1.833005933717135e+02, -3.129106845036611e-01, -6.258213690073221e-01, -3.604536937589988e-07, -4.037123876347452e-07, 0.000000000000000e+00
511, 3.687565586790789e+01, -1.837666404060521e+02, -3.132557018108563e-01, -6.265114036217125e-01, -3.571597153609500e-07, -3.900446889341545e-07, 0.000000000000000e+00
512, 3.644843137106976e+01, -1.842273552964353e+02, -3.138042838820958e-01, -6.276085677641916e-01, -3.603817818511525e-07, -3.837676188949844e-07, 0.000000000000000e+00
513, 3.601545124439451e+01, -1.846826652906411e+02, -3.141128849835924e-01, -6.282257699671848e-01, -3.609483409082451e-07, -3.748188688726312e-07, 0.000000000000000e+00
514, 3.557678386046342e+01, -1.851324984899433e+02, -3.142377314785771e-01, -6.284754629571542e-01, -3.607514061533384e-07, -3.653134663266076e-07, 0.000000000000000e+00
515, 3.513249848994160e+01, -1.855767838604651e+02, -3.142231959951080e-01, -6.284463919902159e-01, -3.602794245518401e-07, -3.557802298450635e-07, 0.000000000000000e+00
516, 3.468266529063937e+01, -1.860154512443962e+02, -3.143883698777387e-01, -6.287767397554774e-01, -3.578043625259251e-07, -3.445634725164787e-07, 0.000000000000000e+00
517, 3.422735529643354e+01, -1.864484313710714e+02, -3.145607212748455e-01, -6.291214425496909e-01, -3.504921041808095e-07, -3.291339936212753e-07, 0.000000000000000e+00
518, 3.376664040605031e+01, -1.868756558679095e+02, -3.146693171773298e-01, -6.293386343546596e-01, -3.455849353984635e-07, -3.164483985084143e-07, 0.000000000000000e+00
519, 3.330059337171166e+01, -1.872970572712099e+02, -3.147368267547850e-01, -6.294736535095700e-01, -3.389848503754809e-07, -3.026618582651341e-07, 0.000000000000000e+00
520, 3.282928778764688e+01, -1.877125690368060e+02, -3.147733790387324e-01, -6.295467580774649e-01, -3.397051465715390e-07, -2.957178019046551e-07, 0.000000000000000e+00
521, 3.235279807847126e+01, -1.881221255505732e+02, -3.148443999736507e-01, -6.296887999473013e-01, -3.336289136460844e-07, -2.831381702998522e-07, 0.000000000000000e+00
522, 3.187119948743353e+01, -1.885256621387902e+02, -3.150721647028824e-01, -6.301443294057647e-01, -3.307675348474952e-07, -2.736347022177976e-07, 0.000000000000000e+00
523, 3.138456806453405e+01, -1.889231150783520e+02, -3.152943638924929e-01, -6.305887277849859e-01, -3.255297156844243e-07, -2.624818054351734e-07, 0.000000000000000e+00
524, 3.089298065451572e+01, -1.893144216068317e+02, -3.155203626406637e-01, -6.310407252813275e-01, -3.282401594960017e-07, -2.579286806951940e-07, 0.000000000000000e+00
525, 3.039651488472926e+01, -1.896995199323925e+02, -3.158368793917772e-01, -6.316737587835544e-01, -3.326320827393755e-07, -2.546845924420611e-07, 0.000000000000000e+00
526, 2.989524915287492e+01, -1.900783492435446e+02, -3.163802833672820e-01, -6.327605667345640e-01, -3.389985191195824e-07, -2.528658336188161e-07, 0.000000000000000e+00
527, 2.938926261462262e+01, -1.904508497187481e+02, -3.167704036113236e-01, -6.335408072226473e-01, -3.706473772012841e-07, -2.692910824303586e-07, 0.000000000000000e+00
528, 2.887863517111233e+01, -1.908169625358600e+02, -3.169900869236696e-01, -6.339801738473392e-01, -3.967674642134091e-07, -2.807191455444459e-07, 0.000000000000000e+00
529, 2.836344745633676e+01, -1.911766298814221e+02, -3.175966770039759e-01, -6.351933540079518e-01, -4.084599201940938e-07, -2.813569618933596e-07, 0.000000000000000e+00
530, 2.784378082440833e+01, -1.915297949597913e+02, -3.179979815897282e-01, -6.359959631794564e-01, -4.189755658868728e-07, -2.809034775787147e-07, 0.000000000000000e+00
531, 2.731971733671237e+01, -1.918764020021078e+02, -3.185637661803504e-01, -6.371275323607009e-01, -4.236687339942232e-07, -2.763969563703991e-07, 0.000000000000000e+00
532, 2.679133974894873e+01, -1.922163962751015e+02, -3.193980310242137e-01, -6.387960620484274e-01, -4.391969537533954e-07, -2.787228622744860e-07, 0.000000000000000e+00
533, 2.625873149806367e+01, -1.925497240897353e+02, -3.203244822761581e-01, -6.406489645523162e-01, -4.636311634835421e-07, -2.861209207931217e-07, 0.000000000000000e+00
534, 2.572197668907419e+01, -1.928763328096833e+02, -3.210127198305394e-01, -6.420254396610788e-01, -4.849399510105248e-07, -2.909207317440180e-07, 0.000000000000000e+00
535, 2.518116008178690e+01, -1.931961708596424e+02, -3.217595820169998e-01, -6.435191640339997e-01, -4.683179005986819e-07, -2.730054027812250e-07, 0.000000000000000e+00
536, 2.463636707741342e+01, -1.935091877334769e+02, -3.227238529756769e-01, -6.454477059513537e-01, -4.514112559702292e-07, -2.556042524416427e-07, 0.000000000000000e+00
537, 2.408768370508459e+01, -1.938153340021938e+02, -3.236028409380962e-01, -6.472056818761923e-01, -4.541573796389854e-07, -2.496751322841856e-07, 0.000000000000000e+00
538, 2.353519660826545e+01, -1.941145613217483e+02, -3.243022967138109e-01, -6.486045934276219e-01, -4.570262023765504e-07, -2.438242885293813e-07, 0.000000000000000e+00
539, 2.297899303107320e+01, -1.944068224406778e+02, -3.251155973520306e-01, -6.502311947040612e-01, -4.560926304044261e-07, -2.360121440706135e-07, 0.000000000000000e+00
540, 2.241916080450041e+01, -1.946920712075638e+02, -3.260364688747063e-01, -6.520729377494126e-01, -4.597293758094721e-07, -2.306168974572095e-07, 0.000000000000000e+00
541, 2.185578833254543e+01, -1.949702625783191e+02, -3.268202292975180e-01, -6.536404585950359e-01, -4.446233889805729e-07, -2.160893470509447e-07, 0.000000000000000e+00
542, 2.128896457825240e+01, -1.952413526233016e+02, -3.279974171594083e-01, -6.559948343188167e-01, -4.303043728393596e-07, -2.024858679076327e-07, 0.000000000000000e+00
543, 2.071877904966296e+01, -1.955052985342504e+02, -3.292058186332963e-01, -6.584116372665927e-01, -4.556673197169378e-07, -2.074674998618362e-07, 0.000000000000000e+00
544, 2.014532178568188e+01, -1.957620586310464e+02, -3.302054265168523e-01, -6.604108530337045e-01, -4.576710520274472e-07, -2.014754338177608e-07, 0.000000000000000e+00
545, 1.956868334185885e+01, -1.960115923682941e+02, -3.314324459094581e-01, -6.628648918189162e-01, -4.388092625002408e-07, -1.866251321321191e-07, 0.000000000000000e+00
546, 1.898895477608878e+01, -1.962538603417234e+02, -3.325644721436762e-01, -6.651289442873525e-01, -4.397022163828590e-07, -1.805143492922367e-07, 0.000000000000000e+00
547, 1.840622763423261e+01, -1.964888242944131e+02, -3.337184066122731e-01, -6.674368132245462e-01, -4.424515839219247e-07, -1.751789746115768e-07, 0.000000000000000e+00
548, 1.782059393566124e+01, -1.967164471228311e+02, -3.349379990518718e-01, -6.698759981037437e-01, -4.510342527523383e-07, -1.720528585626442e-07, 0.000000000000000e+00
549, 1.723214615872454e+01, -1.969366928826942e+02, -3.365300421493092e-01, -6.730600842986184e-01, -4.705005440904568e-07, -1.727376524756578e-07, 0.000000000000000e+00
550, 1.664097722614801e+01, -1.971495267946437e+02, -3.382091592891125e-01, -6.764183185782250e-01, -4.946064976976160e-07, -1.745666610809928e-07, 0.000000000000000e+00
551, 1.604718049035914e+01, -1.973549152497377e+02, -3.402106098568087e-01, -6.804212197136175e-01, -5.165070886086698e-07, -1.750289791828872e-07, 0.000000000000000e+00
552, 1.545084971874603e+01, -1.975528258147581e+02, -3.422354258056102e-01, -6.844708516112205e-01, -5.191094633182524e-07, -1.686688891329649e-07, 0.000000000000000e+00
553, 1.485207907885039e+01, -1.977432272373325e+02, -3.447484187397273e-01, -6.894968374794547e-01, -5.107669559085537e-07, -1.588906250997052e-07, 0.000000000000000e+00
554, 1.425096312349744e+01, -1.979260894508692e+02, -3.475002201054675e-01, -6.950004402109350e-01, -5.047778370916308e-07, -1.500971688776346e-07, 0.000000000000000e+00
555, 1.364759677586489e+01, -1.981013835793047e+02, -3.501784737526898e-01, -7.003569475053796e-01, -5.167589358268867e-07, -1.466177698374125e-07, 0.000000000000000e+00
556, 1.304207531449346e+01, -1.982690819416641e+02, -3.523857468681505e-01, -7.047714937363010e-01, -4.786138493303842e-07, -1.293191753070841e-07, 0.000000000000000e+00
557, 1.243449435824135e+01, -1.984291580564319e+02, -3.543254576162839e-01, -7.086509152325677e-01, -3.801729684185907e-07, -9.761182768132138e-08, 0.000000000000000e+00
558, 1.182494985118483e+01, -1.985815866457340e+02, -3.565243239284505e-01, -7.130486478569009e-01, -3.108005758115970e-07, -7.565008630723565e-08, 0.000000000000000e+00
559, 1.121353804746765e+01, -1.987263436393292e+02, -3.591836667231223e-01, -7.183673334462446e-01, -2.897012367391873e-07, -6.666980524167375e-08, 0.000000000000000e+00
560, 1.060035549610131e+01, -1.988634061784099e+02, -3.618772078087891e-01, -7.237544156175783e-01, -2.410756590631082e-07, -5.229859904148704e-08, 0.000000000000000e+00
561, 9.985499025718921e+00, -1.989927526192126e+02, -3.648062077601253e-01, -7.296124155202506e-01, -1.894984000412831e-07, -3.862277557039899e-08, 0.000000000000000e+00
562, 9.369065729284792e+00, -1.991143625364347e+02, -3.693352057793854e-01, -7.386704115587708e-01, -1.437712454646599e-07, -2.742583185804776e-08, 0.000000000000000e+00
563, 8.751152948762355e+00, -1.992282167264605e+02, -3.746911966360569e-01, -7.493823932721138e-01, -9.281106052204144e-08, -1.649874482511050e-08, 0.000000000000000e+00
564, 8.131858259742723e+00, -1.993342972103936e+02, -3.786329538216162e-01, -7.572659076432324e-01, -1.319419875767550e-08, -2.174822794996518e-09, 0.000000000000000e+00
565, 7.511279456036387e+00, -1.994325872368959e+02, -3.827135289273659e-01, -7.654270578547319e-01, 4.514384112854629e-08, 6.859604673541809e-09, 0.000000000000000e+00
566, 6.889514534230430e+00, -1.995230712848328e+02, -3.868493937012931e-01, -7.736987874025862e-01, 1.718252839347716e-07, 2.390386460905122e-08, 0.000000000000000e+00
567, 6.266661678213732e+00, -1.996057350657241e+02, -3.911072011585969e-01, -7.822144023171937e-01, 3.184697427626216e-07, 4.023208465707739e-08, 0.000000000000000e+00
568, 5.642819243672596e+00, -1.996805655260006e+02, -3.958839405266946e-01, -7.917678810533892e-01, 4.739617559891068e-07, 5.383353609492671e-08, 0.000000000000000e+00
569, 5.018085742559250e+00, -1.997475508490652e+02, -4.009904194644772e-01, -8.019808389289543e-01, 6.396449570675386e-07, 6.452163341867514e-08, 0.000000000000000e+00
570, 4.392559827535656e+00, -1.998066804571588e+02, -4.068408922950635e-01, -8.136817845901271e-01, 8.239114479580813e-07, 7.266254836757076e-08, 0.000000000000000e+00
571, 3.766340276395127e+00, -1.998579450130308e+02, -4.135798006045109e-01, -8.271596012090218e-01, 9.948763166984226e-07, 7.515437591006509e-08, 0.000000000000000e+00
572, 3.139525976464153e+00, -1.999013364214136e+02, -4.205929628948301e-01, -8.411859257896602e-01, 1.143922986582714e-06, 7.196953406462425e-08, 0.000000000000000e+00
573, 2.512215908986956e+00, -1.999368478303010e+02, -4.279870505327106e-01, -8.559741010654213e-01, 1.284213046017325e-06, 6.460600908774623e-08, 0.000000000000000e+00
574, 1.884509133495199e+00, -1.999644736320296e+02, -4.358672038888624e-01, -8.717344077777247e-01, 1.417823268606282e-06, 5.347601415850953e-08, 0.000000000000000e+00
575, 1.256504772165340e+00, -1.999842094641650e+02, -4.436746287042184e-01, -8.873492574084368e-01, 1.544999015046051e-06, 3.883823823978890e-08, 0.000000000000000e+00
576, 6.283019941660907e-01, -1.999960522101909e+02, -4.503991997210445e-01, -9.007983994420889e-01, 1.710185268794220e-06, 2.149195320984003e-08, 0.000000000000000e+00
577, -1.545127383481614e-12, -2.000000000000000e+02, -4.573443704631877e-01, -9.146887409263754e-01, 1.867679889501591e-06, -1.689830729772329e-19, 0.000000000000000e+00
578, -6.283019941691806e-01, -1.999960522101908e+02, -4.638301016712054e-01, -9.276602033424107e-01, 2.015706527543046e-06, -2.533144868299818e-08, 0.000000000000000e+00
579, -1.256504772168429e+00, -1.999842094641650e+02, -4.706094561987996e-01, -9.412189123975992e-01, 2.129661017706302e-06, -5.353549171897209e-08, 0.000000000000000e+00
580, -1.884509133498287e+00, -1.999644736320294e+02, -4.776099833812751e-01, -9.552199667625503e-01, 2.220928855367941e-06, -8.376673281129829e-08, 0.000000000000000e+00
581, -2.512215908990042e+00, -1.999368478303008e+02, -4.851215799198897e-01, -9.702431598397795e-01, 2.316920673809101e-06, -1.165593190101255e-07, 0.000000000000000e+00
582, -3.139525976467238e+00, -1.999013364214135e+02, -4.933121496247939e-01, -9.866242992495877e-01, 2.418486772962088e-06, -1.521582905783130e-07, 0.000000000000000e+00
583, -3.766340276398208e+00, -1.998579450130306e+02, -5.014523920314989e-01, -1.002904784062998e+00, 2.517025978044023e-06, -1.901397323007901e-07, 0.000000000000000e+00
584, -4.392559827538735e+00, -1.998066804571585e+02, -5.082055718009526e-01, -1.016411143601905e+00, 2.594325621152608e-06, -2.287992373400218e-07, 0.000000000000000e+00
585, -5.018085742562324e+00, -1.997475508490649e+02, -5.128683149636928e-01, -1.025736629927386e+00, 2.637169426105295e-06, -2.660139458524882e-07, 0.000000000000000e+00
586, -5.642819243675667e+00, -1.996805655260002e+02, -5.164425885468039e-01, -1.032885177093608e+00, 2.684767080450593e-06, -3.049412820879350e-07, 0.000000000000000e+00
587, -6.266661678216797e+00, -1.996057350657237e+02, -5.199382472927668e-01, -1.039876494585534e+00, 2.785784774803440e-06, -3.519264590856617e-07, 0.000000000000000e+00
588, -6.889514534233491e+00, -1.995230712848323e+02, -5.258324174183039e-01, -1.051664834836608e+00, 2.944615148904031e-06, -4.096468239908766e-07, 0.000000000000000e+00
589, -7.511279456039444e+00, -1.994325872368954e+02, -5.310867794275335e-01, -1.062173558855067e+00, 3.106276990342574e-06, -4.719986520330826e-07, 0.000000000000000e+00
590, -8.131858259745773e+00, -1.993342972103931e+02, -5.356233705514104e-01, -1.071246741102821e+00, 3.308172238648149e-06, -5.452918003228791e-07, 0.000000000000000e+00
591, -8.751152948765396e+00, -1.992282167264600e+02, -5.393999369076128e-01, -1.078799873815226e+00, 3.489721359072736e-06, -6.203573355399898e-07, 0.000000000000000e+00
592, -9.369065729287827e+00, -1.991143625364341e+02, -5.445748759811703e-01, -1.089149751962341e+00, 3.542112873253078e-06, -6.756941679827712e-07, 0.000000000000000e+00
593, -9.985499025721948e+00, -1.989927526192120e+02, -5.486802323281007e-01, -1.097360464656201e+00, 3.457486022632667e-06, -7.046904177601128e-07, 0.000000000000000e+00
594, -1.060035549610433e+01, -1.988634061784093e+02, -5.498890778364416e-01, -1.099778155672883e+00, 3.405119065130042e-06, -7.387015236954378e-07, 0.000000000000000e+00
595, -1.121353804747066e+01, -1.987263436393285e+02, -5.519998851126567e-01, -1.103999770225313e+00, 3.472881103979561e-06, -7.992244335439392e-07, 0.000000000000000e+00
596, -1.182494985118783e+01, -1.985815866457333e+02, -5.556818966470335e-01, -1.111363793294067e+00, 3.593412305598945e-06, -8.746507317313927e-07, 0.000000000000000e+00
597, -1.243449435824434e+01, -1.984291580564311e+02, -5.578451977497075e-01, -1.115690395499415e+00, 3.739162836360237e-06, -9.600538406860071e-07, 0.000000000000000e+00
598, -1.304207531449645e+01, -1.982690819416633e+02, -5.594137644325866e-01, -1.118827528865173e+00, 3.876918495948795e-06, -1.047524853972573e-06, 0.000000000000000e+00
599, -1.364759677586786e+01, -1.981013835793038e+02, -5.606271620278771e-01, -1.121254324055754e+00, 3.882613401001047e-06, -1.101597047537731e-06, 0.000000000000000e+00
600, -1.425096312350040e+01, -1.979260894508683e+02, -5.588218372396103e-01, -1.117643674479221e+00, 3.876263901278255e-06, -1.152618428647303e-06, 0.000000000000000e+00
601, -1.485207907885334e+01, -1.977432272373317e+02, -5.547856060086938e-01, -1.109571212017388e+00, 3.904004103177839e-06, -1.214467077735156e-06, 0.000000000000000e+00
602, -1.545084971874897e+01, -1.975528258147572e+02, -5.501297636817785e-01, -1.100259527363557e+00, 3.950169806892025e-06, -1.283487973723939e-06, 0.000000000000000e+00
603, -1.604718049036207e+01, -1.973549152497367e+02, -5.512286671102712e-01, -1.102457334220542e+00, 4.030025099939913e-06, -1.365656338278119e-06, 0.000000000000000e+00
604, -1.664097722615092e+01, -1.971495267946427e+02, -5.527745660552491e-01, -1.105549132110498e+00, 4.037039186555078e-06, -1.424834600294925e-06, 0.000000000000000e+00
605, -1.723214615872744e+01, -1.969366928826931e+02, -5.530675516015576e-01, -1.106135103203115e+00, 4.173028939099245e-06, -1.532068839679003e-06, 0.000000000000000e+00
606, -1.782059393566412e+01, -1.967164471228300e+02, -5.537728905374029e-01, -1.107545781074806e+00, 4.316454701461751e-06, -1.646567562686993e-06, 0.000000000000000e+00
607, -1.840622763423548e+01, -1.964888242944120e+02, -5.509470460186234e-01, -1.101894092037247e+00, 4.230455213200096e-06, -1.674955708870627e-06, 0.000000000000000e+00
608, -1.898895477609164e+01, -1.962538603417223e+02, -5.444151063779546e-01, -1.088830212755909e+00, 4.167293794367993e-06, -1.710831329867630e-06, 0.000000000000000e+00
609, -1.956868334186170e+01, -1.960115923682928e+02, -5.391443368993660e-01, -1.078288673798732e+00, 4.182437373061409e-06, -1.778786352263177e-06, 0.000000000000000e+00
610, -2.014532178568471e+01, -1.957620586310452e+02, -5.367207649084732e-01, -1.073441529816946e+00, 4.332135860210569e-06, -1.907087957446734e-06, 0.000000000000000e+00
611, -2.071877904966578e+01, -1.955052985342491e+02, -5.356195652466380e-01, -1.071239130493276e+00, 4.421304573480999e-06, -2.013041019833832e-06, 0.000000000000000e+00
612, -2.128896457825520e+01, -1.952413526233003e+02, -5.255465762076255e-01, -1.051093152415251e+00, 4.239426705400677e-06, -1.994922780378864e-06, 0.000000000000000e+00
613, -2.185578833254821e+01, -1.949702625783178e+02, -5.149760693860514e-01, -1.029952138772103e+00, 4.213973133370025e-06, -2.048013499623050e-06, 0.000000000000000e+00
614, -2.241916080450317e+01, -1.946920712075624e+02, -5.113653691459960e-01, -1.022730738291992e+00, 4.300262443944944e-06, -2.157167314636815e-06, 0.000000000000000e+00
615, -2.297899303107594e+01, -1.944068224406764e+02, -5.107781208180346e-01, -1.021556241636069e+00, 4.468156337884793e-06, -2.312116195369869e-06, 0.000000000000000e+00
616, -2.353519660826818e+01, -1.941145613217469e+02, -5.102997259708052e-01, -1.020599451941610e+00, 4.654557790002905e-06, -2.483214825900590e-06, 0.000000000000000e+00
617, -2.408768370508730e+01, -1.938153340021923e+02, -4.999320370041106e-01, -9.998640740082212e-01, 4.483547014663273e-06, -2.464850829636439e-06, 0.000000000000000e+00
618, -2.463636707741611e+01, -1.935091877334754e+02, -4.839885072999391e-01, -9.679770145998782e-01, 4.263922034735833e-06, -2.414376225102860e-06, 0.000000000000000e+00
619, -2.518116008178957e+01, -1.931961708596409e+02, -4.739380095025386e-01, -9.478760190050772e-01, 4.295369445793859e-06, -2.503980873129294e-06, 0.000000000000000e+00
620, -2.572197668907684e+01, -1.928763328096817e+02, -4.701551991164471e-01, -9.403103982328942e-01, 4.363317560914380e-06, -2.617601488612636e-06, 0.000000000000000e+00
621, -2.625873149806630e+01, -1.925497240897336e+02, -4.662387557013554e-01, -9.324775114027108e-01, 4.278377583486390e-06, -2.640317196304003e-06, 0.000000000000000e+00
622, -2.679133974895134e+01, -1.922163962750998e+02, -4.579273452255768e-01, -9.158546904511536e-01, 4.173905568190464e-06, -2.648841019700989e-06, 0.000000000000000e+00
623, -2.731971733671496e+01, -1.918764020021061e+02, -4.471616178433288e-01, -8.943232356866575e-01, 4.208709793791882e-06, -2.745717311455593e-06, 0.000000000000000e+00
624, -2.784378082441089e+01, -1.915297949597896e+02, -4.385587258032504e-01, -8.771174516065009e-01, 4.277507910845730e-06, -2.867868547378728e-06, 0.000000000000000e+00
625, -2.836344745633931e+01, -1.911766298814204e+02, -4.317991579864991e-01, -8.635983159729983e-01, 4.293519220930773e-06, -2.957478724615018e-06, 0.000000000000000e+00
626, -2.887863517111485e+01, -1.908169625358582e+02, -4.280919352399288e-01, -8.561838704798576e-01, 4.330358836094981e-06, -3.063796157730875e-06, 0.000000000000000e+00
627, -2.938926261462512e+01, -1.904508497187463e+02, -4.184093643993815e-01, -8.368187287987630e-01, 4.161630435426214e-06, -3.023601497178992e-06, 0.000000000000000e+00
628, -2.989524915287740e+01, -1.900783492435427e+02, -4.010457244729748e-01, -8.020914489459495e-01, 4.037895710486593e-06, -3.011947862043546e-06, 0.000000000000000e+00
629, -3.039651488473172e+01, -1.896995199323907e+02, -3.899035062094673e-01, -7.798070124189347e-01, 4.077117962145157e-06, -3.121704671346421e-06, 0.000000000000000e+00
630, -3.089298065451815e+01, -1.893144216068298e+02, -3.727013756979431e-01, -7.454027513958863e-01, 3.991299866869011e-06, -3.136333806628845e-06, 0.000000000000000e+00
631, -3.138456806453645e+01, -1.889231150783500e+02, -3.583006132746893e-01, -7.166012265493786e-01, 3.961669916621309e-06, -3.194382024592737e-06, 0.000000000000000e+00
632, -3.187119948743591e+01, -1.885256621387883e+02, -3.516367951868199e-01, -7.032735903736398e-01, 4.002745411843677e-06, -3.311358986088574e-06, 0.000000000000000e+00
633, -3.235279807847362e+01, -1.881221255505712e+02, -3.467648590767984e-01, -6.935297181535969e-01, 4.007664386670660e-06, -3.401152343833357e-06, 0.000000000000000e+00
